dundasChartControl1_DRG_DataRowGrouping1_label,dundasChartControl1_DRG_DataRowGrouping1_dundasChartControl1_DCG_Period1_label,dundasChartControl1_DRG_DataRowGrouping1_dundasChartControl1_DCG_Period1_Value_X,dundasChartControl1_DRG_DataRowGrouping1_dundasChartControl1_DCG_Period1_Value_Y
6 kk,syyskuu,09/06/2023 00:00:00,3.929
6 kk,syyskuu,09/07/2023 00:00:00,3.938
6 kk,syyskuu,09/08/2023 00:00:00,3.952
6 kk,syyskuu,09/11/2023 00:00:00,3.97
6 kk,syyskuu,09/12/2023 00:00:00,3.968
6 kk,syyskuu,09/13/2023 00:00:00,3.999
6 kk,syyskuu,09/14/2023 00:00:00,4.04
6 kk,syyskuu,09/15/2023 00:00:00,4.055
6 kk,syyskuu,09/18/2023 00:00:00,4.066
6 kk,syyskuu,09/19/2023 00:00:00,4.071
6 kk,syyskuu,09/20/2023 00:00:00,4.07
6 kk,syyskuu,09/21/2023 00:00:00,4.072
6 kk,syyskuu,09/22/2023 00:00:00,4.082
6 kk,syyskuu,09/25/2023 00:00:00,4.122
6 kk,syyskuu,09/26/2023 00:00:00,4.09
6 kk,syyskuu,09/27/2023 00:00:00,4.136
6 kk,syyskuu,09/28/2023 00:00:00,4.125
6 kk,syyskuu,09/29/2023 00:00:00,4.125
6 kk,lokakuu,10/02/2023 00:00:00,4.138
6 kk,lokakuu,10/03/2023 00:00:00,4.128
6 kk,lokakuu,10/04/2023 00:00:00,4.13
6 kk,lokakuu,10/05/2023 00:00:00,4.125
6 kk,lokakuu,10/06/2023 00:00:00,4.113
6 kk,lokakuu,10/09/2023 00:00:00,4.129
6 kk,lokakuu,10/10/2023 00:00:00,4.112
6 kk,lokakuu,10/11/2023 00:00:00,4.114
6 kk,lokakuu,10/12/2023 00:00:00,4.121
6 kk,lokakuu,10/13/2023 00:00:00,4.121
6 kk,lokakuu,10/16/2023 00:00:00,4.103
6 kk,lokakuu,10/17/2023 00:00:00,4.118
6 kk,lokakuu,10/18/2023 00:00:00,4.143
6 kk,lokakuu,10/19/2023 00:00:00,4.126
6 kk,lokakuu,10/20/2023 00:00:00,4.107
6 kk,lokakuu,10/23/2023 00:00:00,4.096
6 kk,lokakuu,10/24/2023 00:00:00,4.102
6 kk,lokakuu,10/25/2023 00:00:00,4.092
6 kk,lokakuu,10/26/2023 00:00:00,4.105
6 kk,lokakuu,10/27/2023 00:00:00,4.102
6 kk,lokakuu,10/30/2023 00:00:00,4.109
6 kk,lokakuu,10/31/2023 00:00:00,4.092
6 kk,marraskuu,11/01/2023 00:00:00,4.081
6 kk,marraskuu,11/02/2023 00:00:00,4.072
6 kk,marraskuu,11/03/2023 00:00:00,4.062
6 kk,marraskuu,11/06/2023 00:00:00,4.066
6 kk,marraskuu,11/07/2023 00:00:00,4.072
6 kk,marraskuu,11/08/2023 00:00:00,4.066
6 kk,marraskuu,11/09/2023 00:00:00,4.055
6 kk,marraskuu,11/10/2023 00:00:00,4.074
6 kk,marraskuu,11/13/2023 00:00:00,4.085
6 kk,marraskuu,11/14/2023 00:00:00,4.097
6 kk,marraskuu,11/15/2023 00:00:00,4.076
6 kk,marraskuu,11/16/2023 00:00:00,4.071
6 kk,marraskuu,11/17/2023 00:00:00,4.064
6 kk,marraskuu,11/20/2023 00:00:00,4.058
6 kk,marraskuu,11/21/2023 00:00:00,4.07
6 kk,marraskuu,11/22/2023 00:00:00,4.063
6 kk,marraskuu,11/23/2023 00:00:00,4.062
6 kk,marraskuu,11/24/2023 00:00:00,4.074
6 kk,marraskuu,11/27/2023 00:00:00,4.05
6 kk,marraskuu,11/28/2023 00:00:00,4.026
6 kk,marraskuu,11/29/2023 00:00:00,4.05
6 kk,marraskuu,11/30/2023 00:00:00,4.029
6 kk,joulukuu,12/01/2023 00:00:00,4.004
6 kk,joulukuu,12/04/2023 00:00:00,3.945
6 kk,joulukuu,12/05/2023 00:00:00,3.953
6 kk,joulukuu,12/06/2023 00:00:00,3.95
6 kk,joulukuu,12/07/2023 00:00:00,3.948
6 kk,joulukuu,12/08/2023 00:00:00,3.935
6 kk,joulukuu,12/11/2023 00:00:00,3.955
6 kk,joulukuu,12/12/2023 00:00:00,3.96
6 kk,joulukuu,12/13/2023 00:00:00,3.945
6 kk,joulukuu,12/14/2023 00:00:00,3.938
6 kk,joulukuu,12/15/2023 00:00:00,3.912
6 kk,joulukuu,12/18/2023 00:00:00,3.904
6 kk,joulukuu,12/19/2023 00:00:00,3.922
6 kk,joulukuu,12/20/2023 00:00:00,3.924
6 kk,joulukuu,12/21/2023 00:00:00,3.899
6 kk,joulukuu,12/22/2023 00:00:00,3.895
6 kk,joulukuu,12/27/2023 00:00:00,3.885
6 kk,joulukuu,12/28/2023 00:00:00,3.877
6 kk,joulukuu,12/29/2023 00:00:00,3.861
6 kk,tammikuu,01/01/2024 00:00:00,3.861
6 kk,tammikuu,01/02/2024 00:00:00,3.861
6 kk,tammikuu,01/03/2024 00:00:00,3.882
6 kk,tammikuu,01/04/2024 00:00:00,3.873
6 kk,tammikuu,01/05/2024 00:00:00,3.912
6 kk,tammikuu,01/08/2024 00:00:00,3.929
6 kk,tammikuu,01/09/2024 00:00:00,3.891
6 kk,tammikuu,01/10/2024 00:00:00,3.902
6 kk,tammikuu,01/11/2024 00:00:00,3.92
6 kk,tammikuu,01/12/2024 00:00:00,3.896
6 kk,tammikuu,01/15/2024 00:00:00,3.874
6 kk,tammikuu,01/16/2024 00:00:00,3.867
6 kk,tammikuu,01/17/2024 00:00:00,3.862
6 kk,tammikuu,01/18/2024 00:00:00,3.928
6 kk,tammikuu,01/19/2024 00:00:00,3.908
6 kk,tammikuu,01/22/2024 00:00:00,3.925
6 kk,tammikuu,01/23/2024 00:00:00,3.944
6 kk,tammikuu,01/24/2024 00:00:00,3.922
6 kk,tammikuu,01/25/2024 00:00:00,3.911
6 kk,tammikuu,01/26/2024 00:00:00,3.873
6 kk,tammikuu,01/29/2024 00:00:00,3.866
6 kk,tammikuu,01/30/2024 00:00:00,3.836
6 kk,tammikuu,01/31/2024 00:00:00,3.835
6 kk,helmikuu,02/01/2024 00:00:00,3.832
6 kk,helmikuu,02/02/2024 00:00:00,3.837
6 kk,helmikuu,02/05/2024 00:00:00,3.905
6 kk,helmikuu,02/06/2024 00:00:00,3.922
6 kk,helmikuu,02/07/2024 00:00:00,3.899
12 kk,syyskuu,09/01/2023 00:00:00,4.055
12 kk,syyskuu,09/04/2023 00:00:00,4.049
12 kk,syyskuu,09/05/2023 00:00:00,4.068
12 kk,syyskuu,09/06/2023 00:00:00,4.051
12 kk,syyskuu,09/07/2023 00:00:00,4.078
12 kk,syyskuu,09/08/2023 00:00:00,4.086
12 kk,syyskuu,09/11/2023 00:00:00,4.081
12 kk,syyskuu,09/12/2023 00:00:00,4.103
12 kk,syyskuu,09/13/2023 00:00:00,4.112
12 kk,syyskuu,09/14/2023 00:00:00,4.159
12 kk,syyskuu,09/15/2023 00:00:00,4.169
12 kk,syyskuu,09/18/2023 00:00:00,4.191
12 kk,syyskuu,09/19/2023 00:00:00,4.216
12 kk,syyskuu,09/20/2023 00:00:00,4.222
12 kk,syyskuu,09/21/2023 00:00:00,4.224
12 kk,syyskuu,09/22/2023 00:00:00,4.213
12 kk,syyskuu,09/25/2023 00:00:00,4.208
12 kk,syyskuu,09/26/2023 00:00:00,4.199
12 kk,syyskuu,09/27/2023 00:00:00,4.2
12 kk,syyskuu,09/28/2023 00:00:00,4.221
12 kk,syyskuu,09/29/2023 00:00:00,4.228
12 kk,lokakuu,10/02/2023 00:00:00,4.198
12 kk,lokakuu,10/03/2023 00:00:00,4.208
12 kk,lokakuu,10/04/2023 00:00:00,4.212
12 kk,lokakuu,10/05/2023 00:00:00,4.212
12 kk,lokakuu,10/06/2023 00:00:00,4.194
12 kk,lokakuu,10/09/2023 00:00:00,4.187
12 kk,lokakuu,10/10/2023 00:00:00,4.155
12 kk,lokakuu,10/11/2023 00:00:00,4.145
12 kk,lokakuu,10/12/2023 00:00:00,4.162
12 kk,lokakuu,10/13/2023 00:00:00,4.171
12 kk,lokakuu,10/16/2023 00:00:00,4.172
12 kk,lokakuu,10/17/2023 00:00:00,4.16
12 kk,lokakuu,10/18/2023 00:00:00,4.196
12 kk,lokakuu,10/19/2023 00:00:00,4.184
12 kk,lokakuu,10/20/2023 00:00:00,4.185
12 kk,lokakuu,10/23/2023 00:00:00,4.145
12 kk,lokakuu,10/24/2023 00:00:00,4.154
12 kk,lokakuu,10/25/2023 00:00:00,4.118
12 kk,lokakuu,10/26/2023 00:00:00,4.128
12 kk,lokakuu,10/27/2023 00:00:00,4.104
12 kk,lokakuu,10/30/2023 00:00:00,4.078
12 kk,lokakuu,10/31/2023 00:00:00,4.052
12 kk,marraskuu,11/01/2023 00:00:00,4.044
12 kk,marraskuu,11/02/2023 00:00:00,4.012
12 kk,marraskuu,11/03/2023 00:00:00,4.004
12 kk,marraskuu,11/06/2023 00:00:00,4.022
12 kk,marraskuu,11/07/2023 00:00:00,4.028
12 kk,marraskuu,11/08/2023 00:00:00,4.027
12 kk,marraskuu,11/09/2023 00:00:00,4.028
12 kk,marraskuu,11/10/2023 00:00:00,4.04
12 kk,marraskuu,11/13/2023 00:00:00,4.04
12 kk,marraskuu,11/14/2023 00:00:00,4.064
12 kk,marraskuu,11/15/2023 00:00:00,4.028
12 kk,marraskuu,11/16/2023 00:00:00,4.033
12 kk,marraskuu,11/17/2023 00:00:00,3.991
12 kk,marraskuu,11/20/2023 00:00:00,4.015
12 kk,marraskuu,11/21/2023 00:00:00,4.023
12 kk,marraskuu,11/22/2023 00:00:00,4.016
12 kk,marraskuu,11/23/2023 00:00:00,4.034
12 kk,marraskuu,11/24/2023 00:00:00,4.056
12 kk,marraskuu,11/27/2023 00:00:00,4.057
12 kk,marraskuu,11/28/2023 00:00:00,4.015
12 kk,marraskuu,11/29/2023 00:00:00,3.983
12 kk,marraskuu,11/30/2023 00:00:00,3.926
12 kk,joulukuu,12/01/2023 00:00:00,3.902
12 kk,joulukuu,12/04/2023 00:00:00,3.794
12 kk,joulukuu,12/05/2023 00:00:00,3.785
12 kk,joulukuu,12/06/2023 00:00:00,3.728
12 kk,joulukuu,12/07/2023 00:00:00,3.727
12 kk,joulukuu,12/08/2023 00:00:00,3.725
12 kk,joulukuu,12/11/2023 00:00:00,3.751
12 kk,joulukuu,12/12/2023 00:00:00,3.754
12 kk,joulukuu,12/13/2023 00:00:00,3.758
12 kk,joulukuu,12/14/2023 00:00:00,3.719
12 kk,joulukuu,12/15/2023 00:00:00,3.644
12 kk,joulukuu,12/18/2023 00:00:00,3.613
12 kk,joulukuu,12/19/2023 00:00:00,3.635
12 kk,joulukuu,12/20/2023 00:00:00,3.602
12 kk,joulukuu,12/21/2023 00:00:00,3.582
12 kk,joulukuu,12/22/2023 00:00:00,3.581
12 kk,joulukuu,12/27/2023 00:00:00,3.554
12 kk,joulukuu,12/28/2023 00:00:00,3.536
12 kk,joulukuu,12/29/2023 00:00:00,3.513
12 kk,tammikuu,01/01/2024 00:00:00,3.513
12 kk,tammikuu,01/02/2024 00:00:00,3.532
12 kk,tammikuu,01/03/2024 00:00:00,3.545
12 kk,tammikuu,01/04/2024 00:00:00,3.544
12 kk,tammikuu,01/05/2024 00:00:00,3.584
12 kk,tammikuu,01/08/2024 00:00:00,3.616
12 kk,tammikuu,01/09/2024 00:00:00,3.601
12 kk,tammikuu,01/10/2024 00:00:00,3.635
12 kk,tammikuu,01/11/2024 00:00:00,3.654
12 kk,tammikuu,01/12/2024 00:00:00,3.636
12 kk,tammikuu,01/15/2024 00:00:00,3.57
12 kk,tammikuu,01/16/2024 00:00:00,3.596
12 kk,tammikuu,01/17/2024 00:00:00,3.596
12 kk,tammikuu,01/18/2024 00:00:00,3.66
12 kk,tammikuu,01/19/2024 00:00:00,3.655
12 kk,tammikuu,01/22/2024 00:00:00,3.672
12 kk,tammikuu,01/23/2024 00:00:00,3.665
12 kk,tammikuu,01/24/2024 00:00:00,3.676
12 kk,tammikuu,01/25/2024 00:00:00,3.662
12 kk,tammikuu,01/26/2024 00:00:00,3.597
12 kk,tammikuu,01/29/2024 00:00:00,3.582
12 kk,tammikuu,01/30/2024 00:00:00,3.553
12 kk,tammikuu,01/31/2024 00:00:00,3.572
12 kk,helmikuu,02/01/2024 00:00:00,3.505
12 kk,helmikuu,02/02/2024 00:00:00,3.537
12 kk,helmikuu,02/05/2024 00:00:00,3.633
12 kk,helmikuu,02/06/2024 00:00:00,3.667
12 kk,helmikuu,02/07/2024 00:00:00,3.656

txtb_row_title,txtb_year,txtb_currency,txtb_value
Ajankohta,7.2.2024,1 vko,"3,877"
Ajankohta,7.2.2024,1 kk,"3,874"
Ajankohta,7.2.2024,3 kk,"3,895"
Ajankohta,7.2.2024,6 kk,"3,899"
Ajankohta,7.2.2024,12 kk,"3,656"
Ajankohta,6.2.2024,1 vko,"3,876"
Ajankohta,6.2.2024,1 kk,"3,893"
Ajankohta,6.2.2024,3 kk,"3,932"
Ajankohta,6.2.2024,6 kk,"3,922"
Ajankohta,6.2.2024,12 kk,"3,667"
Ajankohta,5.2.2024,1 vko,"3,864"
Ajankohta,5.2.2024,1 kk,"3,887"
Ajankohta,5.2.2024,3 kk,"3,922"
Ajankohta,5.2.2024,6 kk,"3,905"
Ajankohta,5.2.2024,12 kk,"3,633"
Ajankohta,2.2.2024,1 vko,"3,877"
Ajankohta,2.2.2024,1 kk,"3,864"
Ajankohta,2.2.2024,3 kk,"3,900"
Ajankohta,2.2.2024,6 kk,"3,837"
Ajankohta,2.2.2024,12 kk,"3,537"
Ajankohta,1.2.2024,1 vko,"3,843"
Ajankohta,1.2.2024,1 kk,"3,873"
Ajankohta,1.2.2024,3 kk,"3,884"
Ajankohta,1.2.2024,6 kk,"3,832"
Ajankohta,1.2.2024,12 kk,"3,505"
Ajankohta,31.1.2024,1 vko,"3,832"
Ajankohta,31.1.2024,1 kk,"3,877"
Ajankohta,31.1.2024,3 kk,"3,905"
Ajankohta,31.1.2024,6 kk,"3,835"
Ajankohta,31.1.2024,12 kk,"3,572"
Ajankohta,30.1.2024,1 vko,"3,883"
Ajankohta,30.1.2024,1 kk,"3,854"
Ajankohta,30.1.2024,3 kk,"3,897"
Ajankohta,30.1.2024,6 kk,"3,836"
Ajankohta,30.1.2024,12 kk,"3,553"
Ajankohta,29.1.2024,1 vko,"3,878"
Ajankohta,29.1.2024,1 kk,"3,853"
Ajankohta,29.1.2024,3 kk,"3,912"
Ajankohta,29.1.2024,6 kk,"3,866"
Ajankohta,29.1.2024,12 kk,"3,582"
Ajankohta,26.1.2024,1 vko,"3,895"
Ajankohta,26.1.2024,1 kk,"3,871"
Ajankohta,26.1.2024,3 kk,"3,887"
Ajankohta,26.1.2024,6 kk,"3,873"
Ajankohta,26.1.2024,12 kk,"3,597"
Ajankohta,25.1.2024,1 vko,"3,851"
Ajankohta,25.1.2024,1 kk,"3,868"
Ajankohta,25.1.2024,3 kk,"3,925"
Ajankohta,25.1.2024,6 kk,"3,911"
Ajankohta,25.1.2024,12 kk,"3,662"
Ajankohta,24.1.2024,1 vko,"3,849"
Ajankohta,24.1.2024,1 kk,"3,862"
Ajankohta,24.1.2024,3 kk,"3,929"
Ajankohta,24.1.2024,6 kk,"3,922"
Ajankohta,24.1.2024,12 kk,"3,676"
Ajankohta,23.1.2024,1 vko,"3,882"
Ajankohta,23.1.2024,1 kk,"3,869"
Ajankohta,23.1.2024,3 kk,"3,948"
Ajankohta,23.1.2024,6 kk,"3,944"
Ajankohta,23.1.2024,12 kk,"3,665"
Ajankohta,22.1.2024,1 vko,"3,885"
Ajankohta,22.1.2024,1 kk,"3,859"
Ajankohta,22.1.2024,3 kk,"3,945"
Ajankohta,22.1.2024,6 kk,"3,925"
Ajankohta,22.1.2024,12 kk,"3,672"
Ajankohta,19.1.2024,1 vko,"3,858"
Ajankohta,19.1.2024,1 kk,"3,854"
Ajankohta,19.1.2024,3 kk,"3,958"
Ajankohta,19.1.2024,6 kk,"3,908"
Ajankohta,19.1.2024,12 kk,"3,655"
Ajankohta,18.1.2024,1 vko,"3,878"
Ajankohta,18.1.2024,1 kk,"3,869"
Ajankohta,18.1.2024,3 kk,"3,970"
Ajankohta,18.1.2024,6 kk,"3,928"
Ajankohta,18.1.2024,12 kk,"3,660"
Ajankohta,17.1.2024,1 vko,"3,886"
Ajankohta,17.1.2024,1 kk,"3,875"
Ajankohta,17.1.2024,3 kk,"3,903"
Ajankohta,17.1.2024,6 kk,"3,862"
Ajankohta,17.1.2024,12 kk,"3,596"
Ajankohta,16.1.2024,1 vko,"3,882"
Ajankohta,16.1.2024,1 kk,"3,894"
Ajankohta,16.1.2024,3 kk,"3,894"
Ajankohta,16.1.2024,6 kk,"3,867"
Ajankohta,16.1.2024,12 kk,"3,596"
Ajankohta,15.1.2024,1 vko,"3,880"
Ajankohta,15.1.2024,1 kk,"3,868"
Ajankohta,15.1.2024,3 kk,"3,928"
Ajankohta,15.1.2024,6 kk,"3,874"
Ajankohta,15.1.2024,12 kk,"3,570"
Ajankohta,12.1.2024,1 vko,"3,884"
Ajankohta,12.1.2024,1 kk,"3,893"
Ajankohta,12.1.2024,3 kk,"3,932"
Ajankohta,12.1.2024,6 kk,"3,896"
Ajankohta,12.1.2024,12 kk,"3,636"
Ajankohta,11.1.2024,1 vko,"3,871"
Ajankohta,11.1.2024,1 kk,"3,880"
Ajankohta,11.1.2024,3 kk,"3,942"
Ajankohta,11.1.2024,6 kk,"3,920"
Ajankohta,11.1.2024,12 kk,"3,654"
Ajankohta,10.1.2024,1 vko,"3,872"
Ajankohta,10.1.2024,1 kk,"3,877"
Ajankohta,10.1.2024,3 kk,"3,936"
Ajankohta,10.1.2024,6 kk,"3,902"
Ajankohta,10.1.2024,12 kk,"3,635"
Ajankohta,9.1.2024,1 vko,"3,869"
Ajankohta,9.1.2024,1 kk,"3,867"
Ajankohta,9.1.2024,3 kk,"3,928"
Ajankohta,9.1.2024,6 kk,"3,891"
Ajankohta,9.1.2024,12 kk,"3,601"
Ajankohta,8.1.2024,1 vko,"3,888"
Ajankohta,8.1.2024,1 kk,"3,871"
Ajankohta,8.1.2024,3 kk,"3,925"
Ajankohta,8.1.2024,6 kk,"3,929"
Ajankohta,8.1.2024,12 kk,"3,616"
Ajankohta,5.1.2024,1 vko,"3,892"
Ajankohta,5.1.2024,1 kk,"3,878"
Ajankohta,5.1.2024,3 kk,"3,936"
Ajankohta,5.1.2024,6 kk,"3,912"
Ajankohta,5.1.2024,12 kk,"3,584"
Ajankohta,4.1.2024,1 vko,"3,872"
Ajankohta,4.1.2024,1 kk,"3,858"
Ajankohta,4.1.2024,3 kk,"3,922"
Ajankohta,4.1.2024,6 kk,"3,873"
Ajankohta,4.1.2024,12 kk,"3,544"
Ajankohta,3.1.2024,1 vko,"3,887"
Ajankohta,3.1.2024,1 kk,"3,865"
Ajankohta,3.1.2024,3 kk,"3,929"
Ajankohta,3.1.2024,6 kk,"3,882"
Ajankohta,3.1.2024,12 kk,"3,545"
Ajankohta,2.1.2024,1 vko,"3,848"
Ajankohta,2.1.2024,1 kk,"3,856"
Ajankohta,2.1.2024,3 kk,"3,905"
Ajankohta,2.1.2024,6 kk,"3,861"
Ajankohta,2.1.2024,12 kk,"3,532"
Ajankohta,1.1.2024,1 vko,"3,900"
Ajankohta,1.1.2024,1 kk,"3,845"
Ajankohta,1.1.2024,3 kk,"3,909"
Ajankohta,1.1.2024,6 kk,"3,861"
Ajankohta,1.1.2024,12 kk,"3,513"
Ajankohta,29.12.2023,1 vko,"3,900"
Ajankohta,29.12.2023,1 kk,"3,845"
Ajankohta,29.12.2023,3 kk,"3,909"
Ajankohta,29.12.2023,6 kk,"3,861"
Ajankohta,29.12.2023,12 kk,"3,513"
Ajankohta,28.12.2023,1 vko,"3,883"
Ajankohta,28.12.2023,1 kk,"3,872"
Ajankohta,28.12.2023,3 kk,"3,893"
Ajankohta,28.12.2023,6 kk,"3,877"
